,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread
1864,Intel Xeon E5-2680 v4 @ 2.40GHz,"17,968",565,239.89,$74.90,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680R+v4+%40+2.40GHz&id=3892,"71,060 MOps/Sec","46,510 MOps/Sec",75 Million Primes/Sec,"39,072 Thousand Strings/Sec","5,083 MBytes/Sec","307,291 KBytes/Sec",924 Frames/Sec,"19,293 Million Matrices/Sec","1,904 MOps/Sec"
1865,Intel Xeon E5-2683 v3 @ 2.00GHz,"14,891",690,17.08,$871.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2683+v4+%40+2.10GHz&id=2908,"71,747 MOps/Sec","45,897 MOps/Sec",81 Million Primes/Sec,"39,809 Thousand Strings/Sec","5,400 MBytes/Sec","314,747 KBytes/Sec","1,086 Frames/Sec","19,159 Million Matrices/Sec","1,717 MOps/Sec"
1866,Intel Xeon E5-2683 v4 @ 2.10GHz,"17,714",576,72.30,$245.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2685+v3+%40+2.60GHz&id=2538,NA,NA,NA,NA,NA,NA,NA,NA,"1,726 MOps/Sec"
1867,Intel Xeon E5-2687W @ 3.10GHz,"9,997",946,15.39,$649.45,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+v2+%40+3.40GHz&id=2045,"45,079 MOps/Sec","22,669 MOps/Sec",64 Million Primes/Sec,"27,760 Thousand Strings/Sec","3,696 MBytes/Sec","203,330 KBytes/Sec",928 Frames/Sec,"8,601 Million Matrices/Sec","2,079 MOps/Sec"
1868,Intel Xeon E5-2687W v2 @ 3.40GHz,"12,184",830,30.22,$403.19,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+v3+%40+3.10GHz&id=2387,"56,440 MOps/Sec","28,151 MOps/Sec",70 Million Primes/Sec,"32,946 Thousand Strings/Sec","4,395 MBytes/Sec","233,629 KBytes/Sec","1,091 Frames/Sec","14,973 Million Matrices/Sec","1,913 MOps/Sec"
1869,Intel Xeon E5-2687W v3 @ 3.10GHz,"14,676",701,24.56,$597.45,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+v4+%40+3.00GHz&id=2765,"67,312 MOps/Sec","43,493 MOps/Sec",88 Million Primes/Sec,"38,929 Thousand Strings/Sec","5,511 MBytes/Sec","292,369 KBytes/Sec","1,347 Frames/Sec","18,086 Million Matrices/Sec","2,072 MOps/Sec"
1870,Intel Xeon E5-2687W v4 @ 3.00GHz,"18,208",557,19.58,$930.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2689+%40+2.60GHz&id=1881,"39,899 MOps/Sec","14,730 MOps/Sec",48 Million Primes/Sec,"25,423 Thousand Strings/Sec","3,069 MBytes/Sec","170,939 KBytes/Sec",694 Frames/Sec,"7,371 Million Matrices/Sec","1,582 MOps/Sec"
1871,Intel Xeon E5-2689 @ 2.60GHz,"9,725",965,53.22,$182.75*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2689+v4+%40+3.10GHz&id=2853,"64,868 MOps/Sec","42,716 MOps/Sec",75 Million Primes/Sec,"35,917 Thousand Strings/Sec","5,155 MBytes/Sec","281,398 KBytes/Sec","1,094 Frames/Sec","16,149 Million Matrices/Sec","2,338 MOps/Sec"
1872,Intel Xeon E5-2690 @ 2.90GHz,"9,745",964,249.87,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+v2+%40+3.00GHz&id=2057,"52,340 MOps/Sec","26,325 MOps/Sec",62 Million Primes/Sec,"31,445 Thousand Strings/Sec","4,247 MBytes/Sec","243,459 KBytes/Sec",900 Frames/Sec,"9,925 Million Matrices/Sec","1,887 MOps/Sec"
1873,Intel Xeon E5-2690 v2 @ 3.00GHz,"13,454",770,181.83,$73.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+v3+%40+2.60GHz&id=2364,"66,620 MOps/Sec","33,279 MOps/Sec",75 Million Primes/Sec,"38,279 Thousand Strings/Sec","5,040 MBytes/Sec","277,601 KBytes/Sec","1,038 Frames/Sec","16,957 Million Matrices/Sec","1,938 MOps/Sec"
1874,Intel Xeon E5-2690 v3 @ 2.60GHz,"16,435",624,335.41,$49.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+v4+%40+2.60GHz&id=2780,"78,335 MOps/Sec","51,134 MOps/Sec",85 Million Primes/Sec,"43,622 Thousand Strings/Sec","6,010 MBytes/Sec","341,405 KBytes/Sec","1,149 Frames/Sec","20,133 Million Matrices/Sec","2,088 MOps/Sec"
1875,Intel Xeon E5-2690 v4 @ 2.60GHz,"19,770",497,41.93,$471.45,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2692+v2+%40+2.20GHz&id=2761,NA,NA,NA,NA,NA,NA,NA,NA,"1,571 MOps/Sec"
1876,Intel Xeon E5-2695 v2 @ 2.40GHz,"13,230",780,178.81,$73.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2695+v3+%40+2.30GHz&id=2371,"69,249 MOps/Sec","34,822 MOps/Sec",77 Million Primes/Sec,"39,798 Thousand Strings/Sec","5,181 MBytes/Sec","286,895 KBytes/Sec","1,023 Frames/Sec","17,267 Million Matrices/Sec","1,786 MOps/Sec"
1877,Intel Xeon E5-2695 v3 @ 2.30GHz,"16,734",613,78.49,$213.19,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2695+v4+%40+2.10GHz&id=2846,"82,225 MOps/Sec","53,840 MOps/Sec",90 Million Primes/Sec,"44,190 Thousand Strings/Sec","5,794 MBytes/Sec","355,932 KBytes/Sec","1,189 Frames/Sec","21,570 Million Matrices/Sec","1,930 MOps/Sec"
1878,Intel Xeon E5-2695 v4 @ 2.10GHz,"19,475",508,40.79,$477.45,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2696+v2+%40+2.50GHz&id=2039,"58,641 MOps/Sec","29,257 MOps/Sec",63 Million Primes/Sec,"35,838 Thousand Strings/Sec","4,447 MBytes/Sec","263,501 KBytes/Sec",846 Frames/Sec,"11,210 Million Matrices/Sec","1,698 MOps/Sec"
1879,Intel Xeon E5-2696 v3 @ 2.30GHz,"22,831",388,41.74,$546.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2696+v4+%40+2.20GHz&id=2750,"108,593 MOps/Sec","69,075 MOps/Sec",103 Million Primes/Sec,"57,810 Thousand Strings/Sec","7,961 MBytes/Sec","492,693 KBytes/Sec","1,221 Frames/Sec","26,845 Million Matrices/Sec","2,186 MOps/Sec"
1880,Intel Xeon E5-2696 v4 @ 2.20GHz,"24,743",336,12.64,"$1,957.18",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2697+v2+%40+2.70GHz&id=2009,"56,984 MOps/Sec","28,494 MOps/Sec",68 Million Primes/Sec,"33,455 Thousand Strings/Sec","4,700 MBytes/Sec","268,946 KBytes/Sec",963 Frames/Sec,"10,557 Million Matrices/Sec","1,813 MOps/Sec"
1881,Intel Xeon E5-2697 v2 @ 2.70GHz,"14,322",728,86.80,$165.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2697+v3+%40+2.60GHz&id=2333,"78,077 MOps/Sec","39,054 MOps/Sec",86 Million Primes/Sec,"44,481 Thousand Strings/Sec","5,991 MBytes/Sec","326,390 KBytes/Sec","1,152 Frames/Sec","19,136 Million Matrices/Sec","2,005 MOps/Sec"
1882,Intel Xeon E5-2697 v3 @ 2.60GHz,"18,930",525,111.36,$170.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2697+v4+%40+2.30GHz&id=2783,"84,391 MOps/Sec","54,122 MOps/Sec",93 Million Primes/Sec,"46,310 Thousand Strings/Sec","6,197 MBytes/Sec","364,915 KBytes/Sec","1,150 Frames/Sec","22,539 Million Matrices/Sec","1,920 MOps/Sec"
1883,Intel Xeon E5-2697 v4 @ 2.30GHz,"20,458",476,48.48,$422.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2697A+v4+%40+2.60GHz&id=2814,"84,987 MOps/Sec","55,718 MOps/Sec",99 Million Primes/Sec,"47,650 Thousand Strings/Sec","6,763 MBytes/Sec","366,861 KBytes/Sec","1,365 Frames/Sec","22,301 Million Matrices/Sec","2,051 MOps/Sec"
1884,Intel Xeon E5-2698 v3 @ 2.30GHz,"18,856",528,2.41,"$7,840.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2698+v4+%40+2.20GHz&id=2806,"95,421 MOps/Sec","62,489 MOps/Sec",109 Million Primes/Sec,"52,939 Thousand Strings/Sec","7,438 MBytes/Sec","418,708 KBytes/Sec","1,300 Frames/Sec","25,732 Million Matrices/Sec","2,163 MOps/Sec"
1885,Intel Xeon E5-2698 v4 @ 2.20GHz,"23,580",364,25.95,$908.70*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2698B+v3+%40+2.00GHz&id=2787,"66,018 MOps/Sec","33,020 MOps/Sec",93 Million Primes/Sec,"39,759 Thousand Strings/Sec","4,885 MBytes/Sec","271,594 KBytes/Sec","1,439 Frames/Sec","17,344 Million Matrices/Sec","1,638 MOps/Sec"
1886,Intel Xeon E5-2699 v3 @ 2.30GHz,"20,429",478,34.63,$589.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2699+v4+%40+2.20GHz&id=2753,"106,003 MOps/Sec","69,057 MOps/Sec",119 Million Primes/Sec,"58,131 Thousand Strings/Sec","8,259 MBytes/Sec","463,279 KBytes/Sec","1,397 Frames/Sec","27,693 Million Matrices/Sec","1,944 MOps/Sec"
1887,Intel Xeon E5-2699 v4 @ 2.20GHz,"25,013",329,6.22,"$4,019.91*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2699A+v4+%40+2.40GHz&id=3398,"115,713 MOps/Sec","75,967 MOps/Sec",93 Million Primes/Sec,"61,619 Thousand Strings/Sec","7,573 MBytes/Sec","504,824 KBytes/Sec","1,163 Frames/Sec","29,821 Million Matrices/Sec","1,037 MOps/Sec"
1888,Intel Xeon E5-2699A v4 @ 2.40GHz,"22,586",399,4.57,"$4,938.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2699C+v4+%40+2.20GHz&id=3067,"94,943 MOps/Sec","60,442 MOps/Sec",105 Million Primes/Sec,"51,558 Thousand Strings/Sec","8,191 MBytes/Sec","428,963 KBytes/Sec","1,214 Frames/Sec","23,050 Million Matrices/Sec","1,569 MOps/Sec"
1889,Intel Xeon E5-4603 @ 2.00GHz,"3,391",1998,25.65,$132.19,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4607+v2+%40+2.60GHz&id=2828,NA,NA,NA,NA,NA,NA,NA,NA,"1,363 MOps/Sec"
1890,Intel Xeon E5-4607 v2 @ 2.60GHz,"6,986",1248,95.96,$72.80*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4610+%40+2.40GHz&id=3348,NA,NA,NA,NA,NA,NA,NA,NA,"1,401 MOps/Sec"
1891,Intel Xeon E5-4610 @ 2.40GHz,"6,460",1332,30.58,$211.23,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4610+v3+%40+1.70GHz&id=3527,NA,NA,NA,NA,NA,NA,NA,NA,"1,027 MOps/Sec"
1892,Intel Xeon E5-4610 v3 @ 1.70GHz,"7,229",1214,5.93,"$1,219.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4617+%40+2.90GHz&id=2150,NA,NA,NA,NA,NA,NA,NA,NA,"1,552 MOps/Sec"
1893,Intel Xeon E5-4617 @ 2.90GHz,"6,298",1370,175.52,$35.88*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4620+%40+2.20GHz&id=2615,NA,NA,NA,NA,NA,NA,NA,NA,"1,239 MOps/Sec"
1894,Intel Xeon E5-4620 @ 2.20GHz,"6,830",1272,136.59,$50.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4620+v2+%40+2.60GHz&id=2620,"35,767 MOps/Sec","18,162 MOps/Sec",45 Million Primes/Sec,"21,826 Thousand Strings/Sec","2,948 MBytes/Sec","165,659 KBytes/Sec",591 Frames/Sec,"6,982 Million Matrices/Sec","1,620 MOps/Sec"
1895,Intel Xeon E5-4620 v2 @ 2.60GHz,"9,540",982,104.83,$91.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4620+v3+%40+2.00GHz&id=3640,"39,494 MOps/Sec","19,572 MOps/Sec",57 Million Primes/Sec,"23,671 Thousand Strings/Sec","2,931 MBytes/Sec","149,833 KBytes/Sec",951 Frames/Sec,"10,581 Million Matrices/Sec","1,486 MOps/Sec"
1896,Intel Xeon E5-4620 v3 @ 2.00GHz,"10,525",915,521.58,$20.18*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4627+v2+%40+3.30GHz&id=2510,"31,229 MOps/Sec","22,670 MOps/Sec",61 Million Primes/Sec,"19,153 Thousand Strings/Sec","2,365 MBytes/Sec","152,705 KBytes/Sec",719 Frames/Sec,"7,429 Million Matrices/Sec","1,786 MOps/Sec"
1897,Intel Xeon E5-4627 v2 @ 3.30GHz,"9,320",1000,18.68,$498.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4627+v3+%40+2.60GHz&id=2913,"34,276 MOps/Sec","26,563 MOps/Sec",94 Million Primes/Sec,"23,419 Thousand Strings/Sec","2,722 MBytes/Sec","166,878 KBytes/Sec",967 Frames/Sec,"14,131 Million Matrices/Sec","1,749 MOps/Sec"
1898,Intel Xeon E5-4627 v3 @ 2.60GHz,"11,344",864,4.73,"$2,400.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4627+v4+%40+2.60GHz&id=3005,"38,991 MOps/Sec","34,610 MOps/Sec",103 Million Primes/Sec,"26,130 Thousand Strings/Sec","3,025 MBytes/Sec","191,996 KBytes/Sec","1,342 Frames/Sec","15,969 Million Matrices/Sec","2,030 MOps/Sec"
1899,Intel Xeon E5-4627 v4 @ 2.60GHz,"12,969",794,12.97,$999.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4640+%40+2.40GHz&id=1224,"27,659 MOps/Sec","10,319 MOps/Sec",30 Million Primes/Sec,"17,528 Thousand Strings/Sec","2,095 MBytes/Sec","118,383 KBytes/Sec",417 Frames/Sec,"5,181 Million Matrices/Sec","1,233 MOps/Sec"
1900,Intel Xeon E5-4640 @ 2.40GHz,"7,012",1241,179.81,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4640+v3+%40+1.90GHz&id=3031,NA,NA,NA,NA,NA,NA,NA,NA,"1,514 MOps/Sec"
1901,Intel Xeon E5-4650 @ 2.70GHz,"8,630",1052,69.60,$124.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4650+v2+%40+2.40GHz&id=3386,"42,937 MOps/Sec","21,444 MOps/Sec",56 Million Primes/Sec,"26,351 Thousand Strings/Sec","3,382 MBytes/Sec","195,218 KBytes/Sec",824 Frames/Sec,"8,365 Million Matrices/Sec","1,501 MOps/Sec"
1902,Intel Xeon E5-4650 v2 @ 2.40GHz,"11,064",882,22.17,$498.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4650+v3+%40+2.10GHz&id=3206,"50,854 MOps/Sec","25,233 MOps/Sec",26 Million Primes/Sec,"25,890 Thousand Strings/Sec","3,793 MBytes/Sec","206,838 KBytes/Sec",308 Frames/Sec,"13,562 Million Matrices/Sec","1,384 MOps/Sec"
1903,Intel Xeon E5-4650 v3 @ 2.10GHz,"10,838",900,2.82,"$3,838.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4650L+%40+2.60GHz&id=3039,"34,406 MOps/Sec","12,696 MOps/Sec",45 Million Primes/Sec,"22,269 Thousand Strings/Sec","2,709 MBytes/Sec","147,076 KBytes/Sec",689 Frames/Sec,"6,443 Million Matrices/Sec","1,393 MOps/Sec"
1904,Intel Xeon E5-4650L @ 2.60GHz,"8,472",1066,42.36,$200.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4655+v3+%40+2.90GHz&id=3250,"30,643 MOps/Sec","15,391 MOps/Sec",59 Million Primes/Sec,"18,898 Thousand Strings/Sec","2,244 MBytes/Sec","129,571 KBytes/Sec","1,008 Frames/Sec","8,533 Million Matrices/Sec","1,817 MOps/Sec"
1905,Intel Xeon E5-4655 v3 @ 2.90GHz,"9,377",992,2.03,"$4,616.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4657L+v2+%40+2.40GHz&id=2480,"51,839 MOps/Sec","26,288 MOps/Sec",44 Million Primes/Sec,"30,479 Thousand Strings/Sec","3,284 MBytes/Sec","234,028 KBytes/Sec",599 Frames/Sec,"10,185 Million Matrices/Sec","1,476 MOps/Sec"
1906,Intel Xeon E5-4657L v2 @ 2.40GHz,"11,613",854,15.46,$751.19*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4660+v3+%40+2.10GHz&id=3010,"59,849 MOps/Sec","29,842 MOps/Sec",73 Million Primes/Sec,"35,035 Thousand Strings/Sec","4,492 MBytes/Sec","246,505 KBytes/Sec",934 Frames/Sec,"16,112 Million Matrices/Sec","1,558 MOps/Sec"
1907,Intel Xeon E5-4660 v3 @ 2.10GHz,"14,256",730,2.97,"$4,800.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4660+v4+%40+2.20GHz&id=3380,"70,837 MOps/Sec","46,410 MOps/Sec",57 Million Primes/Sec,"37,020 Thousand Strings/Sec","4,176 MBytes/Sec","309,027 KBytes/Sec",783 Frames/Sec,"19,925 Million Matrices/Sec","1,805 MOps/Sec"
1908,Intel Xeon E5-4660 v4 @ 2.20GHz,"15,375",671,4.26,"$3,609.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4667+v3+%40+2.00GHz&id=3163,"66,293 MOps/Sec","33,184 MOps/Sec",92 Million Primes/Sec,"39,104 Thousand Strings/Sec","4,961 MBytes/Sec","272,415 KBytes/Sec","1,222 Frames/Sec","17,911 Million Matrices/Sec","1,461 MOps/Sec"
1909,Intel Xeon E5-4667 v3 @ 2.00GHz,"15,397",669,2.69,"$5,729.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4667+v4+%40+2.20GHz&id=3902,"78,455 MOps/Sec","51,081 MOps/Sec",94 Million Primes/Sec,"44,222 Thousand Strings/Sec","6,391 MBytes/Sec","339,515 KBytes/Sec","1,374 Frames/Sec","21,981 Million Matrices/Sec","1,757 MOps/Sec"
1910,Intel Xeon E5-4667 v4 @ 2.20GHz,"20,319",481,3.55,"$5,729.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4669+v3+%40+2.10GHz&id=2678,"75,253 MOps/Sec","37,714 MOps/Sec",88 Million Primes/Sec,"44,034 Thousand Strings/Sec","5,643 MBytes/Sec","310,470 KBytes/Sec","1,154 Frames/Sec","20,478 Million Matrices/Sec","1,474 MOps/Sec"
1911,Intel Xeon E5-4669 v3 @ 2.10GHz,"17,430",587,3.23,"$5,400.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4669+v4+%40+2.20GHz&id=2997,NA,NA,NA,NA,NA,NA,NA,NA,"1,366 MOps/Sec"
1912,Intel Xeon E5205 @ 1.86GHz,838,3580,58.75,$14.27*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5240+%40+3.00GHz&id=1227,NA,NA,NA,NA,NA,NA,NA,NA,"1,312 MOps/Sec"
1913,Intel Xeon E5240 @ 3.00GHz,"1,448",3026,16.32,$88.78*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5310+%40+1.60GHz&id=1704,NA,NA,NA,NA,NA,NA,NA,NA,640 MOps/Sec
1914,Intel Xeon E5310 @ 1.60GHz,"1,306",3124,26.65,$49.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5320+%40+1.86GHz&id=1228,"6,438 MOps/Sec","2,949 MOps/Sec",9 Million Primes/Sec,"4,461 Thousand Strings/Sec",391.5 MBytes/Sec,"33,630 KBytes/Sec",138 Frames/Sec,593 Million Matrices/Sec,770 MOps/Sec
1915,Intel Xeon E5320 @ 1.86GHz,"1,469",3009,37.91,$38.75*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5335+%40+2.00GHz&id=1229,NA,NA,NA,NA,NA,NA,NA,NA,817 MOps/Sec
1916,Intel Xeon E5335 @ 2.00GHz,"1,549",2953,87.15,$17.77*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5345+%40+2.33GHz&id=1230,"8,358 MOps/Sec","4,034 MOps/Sec",11 Million Primes/Sec,"5,587 Thousand Strings/Sec",491.5 MBytes/Sec,"42,346 KBytes/Sec",173 Frames/Sec,743 Million Matrices/Sec,954 MOps/Sec
1917,Intel Xeon E5345 @ 2.33GHz,"1,868",2746,124.61,$14.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5405+%40+2.00GHz&id=1231,"7,729 MOps/Sec","4,419 MOps/Sec",13 Million Primes/Sec,"4,567 Thousand Strings/Sec",413.7 MBytes/Sec,"35,312 KBytes/Sec",191 Frames/Sec,660 Million Matrices/Sec,877 MOps/Sec
1918,Intel Xeon E5405 @ 2.00GHz,"1,702",2850,7.23,$235.49*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5410+%40+2.33GHz&id=1232,"8,950 MOps/Sec","5,100 MOps/Sec",17 Million Primes/Sec,"5,522 Thousand Strings/Sec",508.3 MBytes/Sec,"42,053 KBytes/Sec",221 Frames/Sec,713 Million Matrices/Sec,"1,023 MOps/Sec"
1919,Intel Xeon E5410 @ 2.33GHz,"1,990",2662,186.12,$10.69*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5420+%40+2.50GHz&id=1233,"9,367 MOps/Sec","5,329 MOps/Sec",16 Million Primes/Sec,"5,605 Thousand Strings/Sec",489.4 MBytes/Sec,"43,076 KBytes/Sec",192 Frames/Sec,730 Million Matrices/Sec,"1,058 MOps/Sec"
1920,Intel Xeon E5420 @ 2.50GHz,"2,005",2654,8.02,$249.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5430+%40+2.66GHz&id=1234,"10,213 MOps/Sec","5,813 MOps/Sec",19 Million Primes/Sec,"6,406 Thousand Strings/Sec",538.3 MBytes/Sec,"47,370 KBytes/Sec",244 Frames/Sec,812 Million Matrices/Sec,"1,158 MOps/Sec"
1921,Intel Xeon E5430 @ 2.66GHz,"2,233",2534,9.71,$229.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5440+%40+2.83GHz&id=1235,"10,987 MOps/Sec","6,089 MOps/Sec",19 Million Primes/Sec,"6,539 Thousand Strings/Sec",593.3 MBytes/Sec,"49,761 KBytes/Sec",229 Frames/Sec,867 Million Matrices/Sec,"1,229 MOps/Sec"
1922,Intel Xeon E5440 @ 2.83GHz,"2,369",2442,62.36,$37.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5450+%40+3.00GHz&id=1236,"11,766 MOps/Sec","6,714 MOps/Sec",20 Million Primes/Sec,"6,860 Thousand Strings/Sec",623.3 MBytes/Sec,"52,700 KBytes/Sec",240 Frames/Sec,951 Million Matrices/Sec,"1,272 MOps/Sec"
1923,Intel Xeon E5450 @ 3.00GHz,"2,545",2351,68.80,$36.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5462+%40+2.80GHz&id=1237,"9,698 MOps/Sec","5,432 MOps/Sec",15 Million Primes/Sec,"6,027 Thousand Strings/Sec",524.8 MBytes/Sec,"43,560 KBytes/Sec",209 Frames/Sec,780 Million Matrices/Sec,"1,138 MOps/Sec"
1924,Intel Xeon E5462 @ 2.80GHz,"2,110",2599,9.33,$226.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5472+%40+3.00GHz&id=1705,"10,082 MOps/Sec","6,300 MOps/Sec",17 Million Primes/Sec,"6,644 Thousand Strings/Sec",606.8 MBytes/Sec,"49,615 KBytes/Sec",241 Frames/Sec,792 Million Matrices/Sec,"1,211 MOps/Sec"
1925,Intel Xeon E5472 @ 3.00GHz,"2,286",2501,114.06,$20.04*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5502+%40+1.87GHz&id=1238,NA,NA,NA,NA,NA,NA,NA,NA,799 MOps/Sec
1926,Intel Xeon E5502 @ 1.87GHz,837,3581,21.47,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5503+%40+2.00GHz&id=1239,NA,NA,NA,NA,NA,NA,NA,NA,845 MOps/Sec
1927,Intel Xeon E5503 @ 2.00GHz,804,3614,6.28,$128.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5504+%40+2.00GHz&id=1240,"5,050 MOps/Sec","3,481 MOps/Sec",12 Million Primes/Sec,"3,478 Thousand Strings/Sec",321.7 MBytes/Sec,"28,554 KBytes/Sec",151 Frames/Sec,"1,048 Million Matrices/Sec",825 MOps/Sec
1928,Intel Xeon E5504 @ 2.00GHz,"1,519",2982,52.39,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5506+%40+2.13GHz&id=1241,"8,164 MOps/Sec","4,799 MOps/Sec",13 Million Primes/Sec,"4,976 Thousand Strings/Sec",416.7 MBytes/Sec,"37,945 KBytes/Sec",223 Frames/Sec,"1,187 Million Matrices/Sec",943 MOps/Sec
1929,Intel Xeon E5506 @ 2.13GHz,"1,967",2676,22.19,$88.63*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5507+%40+2.27GHz&id=1242,"8,886 MOps/Sec","5,223 MOps/Sec",15 Million Primes/Sec,"5,424 Thousand Strings/Sec",414.1 MBytes/Sec,"41,885 KBytes/Sec",244 Frames/Sec,"1,244 Million Matrices/Sec",997 MOps/Sec
1930,Intel Xeon E5507 @ 2.27GHz,"1,928",2703,19.28,$100.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5520+%40+2.27GHz&id=1243,"13,329 MOps/Sec","5,798 MOps/Sec",21 Million Primes/Sec,"7,547 Thousand Strings/Sec",459.2 MBytes/Sec,"56,007 KBytes/Sec",367 Frames/Sec,"1,457 Million Matrices/Sec","1,067 MOps/Sec"
1931,Intel Xeon E5520 @ 2.27GHz,"2,517",2368,29.79,$84.49,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5530+%40+2.40GHz&id=1244,"13,937 MOps/Sec","5,945 MOps/Sec",21 Million Primes/Sec,"7,976 Thousand Strings/Sec",496.1 MBytes/Sec,"58,558 KBytes/Sec",358 Frames/Sec,"1,620 Million Matrices/Sec","1,148 MOps/Sec"
